request_id,success,status_code,error,latency_ms,first_frame_latency_ms,response_bytes,start_time,end_time,relative_end_second,body_template_index,body_template_label,debug_info
2,True,0,,276.33779984898865,265.64649981446564,269,2026-06-25 19:52:12.690,2026-06-25 19:52:12.966,1,2,Body #2,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=171"
3,True,0,,381.43219985067844,380.9569999575615,220,2026-06-25 19:52:12.966,2026-06-25 19:52:13.348,1,3,Body #3,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=191"
1,True,0,,1771.988800028339,1722.6662000175565,3254,2026-06-25 19:52:11.578,2026-06-25 19:52:13.350,1,1,Body #1,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=179"
4,True,0,,465.03890003077686,464.7288001142442,306,2026-06-25 19:52:13.348,2026-06-25 19:52:13.814,2,4,Body #4,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=182"
5,True,0,,733.3269000519067,722.9737001471221,423,2026-06-25 19:52:13.350,2026-06-25 19:52:14.083,2,5,Body #5,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=189"
6,True,0,,649.6087000705302,636.1620998941362,433,2026-06-25 19:52:13.802,2026-06-25 19:52:14.452,2,6,Body #6,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=209"
7,True,0,,969.0715000033379,922.6110999006778,1323,2026-06-25 19:52:13.814,2026-06-25 19:52:14.783,3,7,Body #7,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=173"
9,True,0,,603.3047998789698,593.0931998882443,392,2026-06-25 19:52:14.452,2026-06-25 19:52:15.055,3,9,Body #9,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=255"
8,True,0,,1026.749099837616,1012.3324999585748,2595,2026-06-25 19:52:14.084,2026-06-25 19:52:15.110,3,8,Body #8,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=182"
12,True,0,,294.9719000607729,287.7070000395179,275,2026-06-25 19:52:15.055,2026-06-25 19:52:15.351,3,2,Body #2,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=171"
13,True,0,,319.5621999911964,308.62689996138215,232,2026-06-25 19:52:15.110,2026-06-25 19:52:15.431,3,3,Body #3,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=191"
14,True,0,,299.28260017186403,283.708400093019,294,2026-06-25 19:52:15.351,2026-06-25 19:52:15.651,4,4,Body #4,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=182"
10,True,0,,1054.7414999455214,1036.8184999097139,3052,2026-06-25 19:52:14.783,2026-06-25 19:52:15.837,4,10,Body #10,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=298"
11,True,0,,1089.1277000773698,1073.242099955678,2882,2026-06-25 19:52:14.915,2026-06-25 19:52:16.003,4,1,Body #1,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=179"
15,True,0,,682.5949000194669,671.8099999707192,423,2026-06-25 19:52:15.431,2026-06-25 19:52:16.114,4,5,Body #5,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=189"
16,True,0,,569.6403998881578,560.4765000753105,433,2026-06-25 19:52:15.651,2026-06-25 19:52:16.221,4,6,Body #6,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=209"
19,True,0,,666.4132999721915,655.2450999151915,392,2026-06-25 19:52:16.026,2026-06-25 19:52:16.693,5,9,Body #9,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=255"
17,True,0,,1019.7915998287499,1004.8380999360234,1670,2026-06-25 19:52:15.837,2026-06-25 19:52:16.858,5,7,Body #7,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=173"
18,True,0,,923.7913999240845,905.3563999477774,3101,2026-06-25 19:52:16.004,2026-06-25 19:52:16.927,5,8,Body #8,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=182"
22,True,0,,298.80199977196753,290.24529992602766,269,2026-06-25 19:52:16.693,2026-06-25 19:52:16.992,5,2,Body #2,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=171"
20,True,0,,1025.6135000381619,1006.7708999849856,3052,2026-06-25 19:52:16.114,2026-06-25 19:52:17.140,5,10,Body #10,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=298"
23,True,0,,316.0900000948459,303.00349998287857,220,2026-06-25 19:52:16.858,2026-06-25 19:52:17.174,5,3,Body #3,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=191"
24,True,0,,289.65699998661876,282.3385000228882,288,2026-06-25 19:52:16.927,2026-06-25 19:52:17.218,5,4,Body #4,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=182"
21,True,0,,1200.401599984616,1103.5664998926222,2754,2026-06-25 19:52:16.221,2026-06-25 19:52:17.422,5,1,Body #1,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=179"
25,True,0,,720.0609999708831,707.2447000537068,423,2026-06-25 19:52:16.992,2026-06-25 19:52:17.712,6,5,Body #5,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=189"
26,True,0,,587.0869001373649,574.2552001029253,433,2026-06-25 19:52:17.138,2026-06-25 19:52:17.725,6,6,Body #6,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=209"
29,True,0,,772.8407999966294,754.0528001263738,392,2026-06-25 19:52:17.219,2026-06-25 19:52:17.991,6,9,Body #9,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=255"
32,True,0,,325.10170014575124,312.05469998531044,283,2026-06-25 19:52:17.725,2026-06-25 19:52:18.051,6,2,Body #2,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=171"
27,True,0,,1019.7922000661492,1000.8610000368208,1670,2026-06-25 19:52:17.140,2026-06-25 19:52:18.159,6,7,Body #7,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=173"
28,True,0,,1001.9918999169022,967.5416999962181,2587,2026-06-25 19:52:17.175,2026-06-25 19:52:18.176,6,8,Body #8,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=182"
33,True,0,,289.6046999376267,277.170900022611,232,2026-06-25 19:52:17.992,2026-06-25 19:52:18.281,6,3,Body #3,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=191"
34,True,0,,302.2070999722928,290.3637997806072,294,2026-06-25 19:52:18.052,2026-06-25 19:52:18.353,6,4,Body #4,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=182"
30,True,0,,1268.5632000211626,1229.0038999635726,3058,2026-06-25 19:52:17.422,2026-06-25 19:52:18.690,7,10,Body #10,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=298"
36,True,0,,606.6469999495894,594.9874001089483,435,2026-06-25 19:52:18.177,2026-06-25 19:52:18.784,7,6,Body #6,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=209"
35,True,0,,686.6497998125851,674.1714000236243,423,2026-06-25 19:52:18.161,2026-06-25 19:52:18.847,7,5,Body #5,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=189"
31,True,0,,1163.8416999485344,1117.7437999285758,3382,2026-06-25 19:52:17.713,2026-06-25 19:52:18.876,7,1,Body #1,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=179"
39,True,0,,670.5178001429886,660.8653001021594,392,2026-06-25 19:52:18.354,2026-06-25 19:52:19.024,7,9,Body #9,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=255"
42,True,0,,279.057800071314,267.1244000084698,275,2026-06-25 19:52:18.847,2026-06-25 19:52:19.127,7,2,Body #2,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=171"
37,True,0,,916.1981001961976,903.3825001679361,1202,2026-06-25 19:52:18.251,2026-06-25 19:52:19.167,7,7,Body #7,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=173"
43,True,0,,306.51420005597174,297.36700002104044,232,2026-06-25 19:52:18.877,2026-06-25 19:52:19.183,7,3,Body #3,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=191"
38,True,0,,934.8216000944376,893.0612001568079,2595,2026-06-25 19:52:18.282,2026-06-25 19:52:19.217,7,8,Body #8,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=182"
44,True,0,,305.5776001419872,295.5518001690507,306,2026-06-25 19:52:19.025,2026-06-25 19:52:19.330,7,4,Body #4,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=182"
46,True,0,,693.160800030455,661.43610002473,435,2026-06-25 19:52:19.167,2026-06-25 19:52:19.860,8,6,Body #6,"target=47.94.77.104:8004, method_path=/com.tcl.xr.voice.message.AlgorithmNlpService/Chat, request=com.tcl.xr.voice.message.ChatRequest, response=com.tcl.xr.voice.message.ChatResponse, server_streaming=True, payload_bytes=209"
