request_id,success,status_code,error,latency_ms,response_bytes,start_time,end_time,relative_end_second,body_template_index,body_template_label,debug_info
1,False,,Proto 编译失败：D:\PythonProject\api_pressure_tool\proto_files\askai.proto,123.98750009015203,0,2026-06-24 17:45:03.978,2026-06-24 17:45:04.102,0,,,
